JAHR;SATZART1;SATZART2;FT_ENTF3;BE_NUTS3;FT_I;FT_I_ZS;KM_I;KM_I_ZS;TON_I;TON_I_ZS;TKM_I;TKM_I_ZS;FT_G;FT_G_ZS;KM_G;KM_G_ZS;TON_G;TON_G_ZS;TKM_G;TKM_G_ZS
2023;3;1;3;DEA28;114334,8;;34233544,7;;1625825,2;;480293839,6;;114334,8;;38709559,2;;1625825,2;;557559168,1;
2023;3;1;3;DEA29;85220,1;;25732028,9;;1196444,6;;361452114,3;;85220,1;;27732374,6;;1196444,6;;394183517,2;
2023;3;1;3;DEA2A;83562,6;;26905631,7;;939017,9;();300566782,4;();83562,6;;28052586,6;;939017,9;();317352443,9;()
2023;3;1;3;DEA2B;30048,5;();8972415,2;();363671,4;();107141418,3;();30048,5;();9362432,6;();363671,4;();110894429,8;()
2023;3;1;3;DEA2C;149019,2;;46126996,7;;2007968,0;;625393956,2;;149019,2;;47866820,5;;2007968,0;;660801173,9;
2023;3;1;3;DEA2D;122423,2;;32898070,0;;1524368,9;;436582256,3;;122423,2;;41086020,8;;1524368,9;;534970500,0;
2023;3;1;3;DEA31;48756,0;();12888831,1;();622808,6;();160954762,7;();48756,0;();15441796,1;();622808,6;();196005033,6;()
2023;3;1;3;DEA32;75354,3;;21181993,6;;1257712,5;;339163155,8;();75354,3;;22308157,5;;1257712,5;;364243991,4;()
2023;3;1;3;DEA33;79848,2;;24439402,8;();954078,5;();300480398,2;();79848,2;;24615675,3;();954078,5;();303249826,6;()
2023;3;1;3;DEA34;215034,6;;64686235,7;;2820113,1;;873716416,6;;215034,6;;68412809,1;;2820113,1;;924869591,5;
2023;3;1;3;DEA35;115178,5;;33313752,5;;1429014,5;;431208412,5;;115178,5;;35665209,6;;1429014,5;;465287937,5;
2023;3;1;3;DEA36;276420,5;;82255128,0;;4228073,4;;1272103738,3;;276420,5;;89062905,3;;4228073,4;;1404353955,5;
2023;3;1;3;DEA37;343163,4;;96343424,1;;4519086,8;;1309893477,0;;343163,4;;100213251,5;;4519086,8;;1373732658,4;
2023;3;1;3;DEA38;124630,3;;38363239,3;;1713057,7;;525577107,0;;124630,3;;40592755,2;;1713057,7;;557478422,6;
2023;3;1;3;DEA41;160935,2;;45476036,6;;1823213,6;;517172734,1;;160935,2;;46777377,2;;1823213,6;;532674487,5;
2023;3;1;3;DEA42;346878,3;;114290548,2;;4137088,4;;1346183365,1;;346878,3;;125789021,3;;4137088,4;;1480632862,1;
2023;3;1;3;DEA43;164937,5;;52098915,4;;1934466,9;;622616674,1;;164937,5;;53902411,6;;1934466,9;;639996415,0;
2023;3;1;3;DEA44;67711,0;;19305026,3;;945646,5;();268960544,4;();67711,0;;19378633,7;;945646,5;();270170275,8;()
2023;3;1;3;DEA45;119300,6;;33707189,9;;1592046,9;;454219315,5;;119300,6;;34485239,1;;1592046,9;;462544274,0;
2023;3;1;3;DEA46;175971,7;;51032614,6;;2201788,5;;643377402,0;;175971,7;;53474696,7;;2201788,5;;667026596,3;
2023;3;1;3;DEA47;165799,9;;50656950,4;;2178403,9;;629802089,6;;165799,9;;54567043,6;;2178403,9;;677502974,7;
2023;3;1;3;DEA51;98448,4;;29702608,2;;1163537,5;;386239298,5;;98448,4;;32331104,8;;1163537,5;;436205177,9;()
2023;3;1;3;DEA52;197687,3;;55388316,6;;2471173,1;;707746292,3;;197687,3;;57025499,9;;2471173,1;;733254441,5;
2023;3;1;3;DEA53;136090,9;;40667266,5;;1862661,8;;602284280,8;;136090,9;;41179009,9;;1862661,8;;609651547,9;
2023;3;1;3;DEA54;166588,3;;47041420,3;;2417187,7;;679026214,9;;166588,3;;48887865,5;;2417187,7;;711482580,3;
2023;3;1;3;DEA55;93173,5;;28431277,0;;1227065,1;;378152463,2;;93173,5;;30205751,3;;1227065,1;;409027846,1;
2023;3;1;3;DEA56;92754,1;;30639388,8;;1166236,7;();392141522,0;;92754,1;;31886577,9;;1166236,7;();416888578,1;
2023;3;1;3;DEA57;154547,5;;44959177,3;;2352867,4;;642644033,9;;154547,5;;46276717,6;;2352867,4;;658563409,8;
2023;3;1;3;DEA58;175365,7;;54051949,0;;2542726,0;;806993716,4;;175365,7;;54926538,1;;2542726,0;;820521358,8;
2023;3;1;3;DEA59;102015,6;;28672446,3;;1418588,7;();396972119,8;();102015,6;;29335090,4;;1418588,7;();406949383,5;()
2023;3;1;3;DEA5A;182589,9;;53272783,9;;2714747,3;;789893429,0;;182589,9;;54977276,4;;2714747,3;;828924370,9;
2023;3;1;3;DEA5B;205023,7;;61576509,4;;3455132,2;;1006529288,9;;205023,7;;63947269,1;;3455132,2;;1054548589,4;
2023;3;1;3;DEA5C;240481,4;;72050047,2;;3159222,1;;957791209,5;;240481,4;;75007983,0;;3159222,1;;1011342378,2;
2023;3;1;3;DEB11;103139,2;;26192239,9;;1159607,4;;296806173,3;;103139,2;;26390457,1;;1159607,4;;300684863,7;
2023;3;1;3;DEB12;59807,0;;15561989,2;;925101,9;;231254276,9;();59807,0;;33520821,3;();925101,9;;492824104,7;()
2023;3;1;3;DEB13;41356,6;();11907966,5;();532542,5;();149205510,7;();41356,6;();12327306,5;();532542,5;();153865821,4;()
2023;3;1;3;DEB14;63370,6;;18398127,0;;792319,7;;241434370,0;();63370,6;;19073474,3;;792319,7;;251884101,1;()
2023;3;1;3;DEB15;34776,9;();11815435,5;();408393,5;();145669437,8;();34776,9;();11926096,7;();408393,5;();146300595,3;()
2023;3;1;3;DEB17;199558,3;;49208485,7;;3059173,8;;771449426,1;;199558,3;;50691706,8;;3059173,8;;799912896,2;
2023;3;1;3;DEB18;105757,3;;29963512,6;;1410051,9;;391503682,6;;105757,3;;31059373,0;;1410051,9;;413444754,8;
2023;3;1;3;DEB1A;28983,2;();8842146,1;();454027,5;();135729092,8;();28983,2;();9426379,4;();454027,5;();146841151,9;()
2023;3;1;3;DEB1B;127491,6;;38435451,5;;1820347,1;;551017945,6;;127491,6;;40176840,1;;1820347,1;;579042122,3;
2023;3;1;3;DEB1C;32097,8;();10759499,9;();458862,0;();152862755,2;();32097,8;();11245095,3;();458862,0;();161593795,1;()
2023;3;1;3;DEB1D;49287,3;();13440415,8;();631165,5;();172976036,4;();49287,3;();14134638,4;();631165,5;();180148165,2;()
2023;3;1;3;DEB21;40051,5;();10980485,6;();520410,6;();164426690,3;();40051,5;();11472246,8;();520410,6;();167388581,2;()
2023;3;1;3;DEB22;84967,4;;27475035,3;;1135102,9;;360050534,3;;84967,4;;28626485,3;;1135102,9;;375198310,7;
2023;3;1;3;DEB23;71567,2;;18923687,0;;1401592,4;();375571543,1;();71567,2;;20436332,2;;1401592,4;();404212632,8;()
2023;3;1;3;DEB24;61845,1;();18662371,6;();1108029,2;();352247734,6;();61845,1;();18925521,1;();1108029,2;();357178695,0;()
2023;3;1;3;DEB25;44737,7;();11369251,2;();529023,6;();151883169,7;();44737,7;();12357575,4;();529023,6;();163073839,3;()
2023;3;1;3;DEB31;28357,4;();8023846,2;();365009,7;();101844234,7;();28357,4;();9418019,6;();365009,7;();111973970,4;()
2023;3;1;3;DEB32;34603,8;();8885115,9;();362295,0;();95165204,2;();34603,8;();10096842,6;();362295,0;();110557149,4;()
2023;3;1;3;DEB33;17647,0;();4692203,4;();242074,1;();65511065,5;();17647,0;();5466390,3;();242074,1;();;/
2023;3;1;3;DEB34;93670,8;;27982658,8;;1753614,2;;518854875,5;;93670,8;;33624535,4;;1753614,2;;635418537,3;
2023;3;1;3;DEB35;95975,5;;26064057,9;;1304874,7;;381529856,2;;95975,5;;26595794,0;;1304874,7;;392562827,2;
2023;3;1;3;DEB36;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEB37;18656,2;();5378387,1;();159502,3;();46543220,0;();18656,2;();6016312,0;();159502,3;();49907890,2;()
2023;3;1;3;DEB38;65445,7;();20515242,4;();859010,7;();258305399,5;();65445,7;();21468780,4;();859010,7;();268514520,6;()
2023;3;1;3;DEB39;97932,3;;31058113,5;;1292977,1;;393287331,8;;97932,3;;33377717,4;;1292977,1;;438446608,5;
2023;3;1;3;DEB3A;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEB3B;104483,8;;28824113,4;;1254764,3;;364475626,9;;104483,8;;29117158,2;;1254764,3;;370331776,3;
2023;3;1;3;DEB3C;35035,2;();9964911,7;();530295,0;();158345893,6;();35035,2;();11227650,2;();530295,0;();175604702,3;()
2023;3;1;3;DEB3D;26373,3;();7548021,4;();466455,3;();135614175,3;();26373,3;();7962328,0;();466455,3;();145060141,9;()
2023;3;1;3;DEB3E;130613,2;;38879722,1;;1973629,9;;601687363,4;;130613,2;;40994854,0;;1973629,9;;637315878,4;
2023;3;1;3;DEB3F;27439,0;();7295111,1;();339099,7;();94431670,0;();27439,0;();7692474,8;();339099,7;();98943231,7;()
2023;3;1;3;DEB3G;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEB3H;34731,5;();11512524,8;();519392,9;();178906169,3;();34731,5;();12079748,8;();519392,9;();189577052,0;()
2023;3;1;3;DEB3I;77031,1;;24645901,2;;1147015,8;;375892105,5;;77031,1;;25844107,9;;1147015,8;;387143588,5;
2023;3;1;3;DEB3J;97018,8;;27206687,7;;1278989,0;;380543470,3;;97018,8;;28199352,4;;1278989,0;;396868696,9;
2023;3;1;3;DEB3K;20071,2;();6312643,1;();234282,0;();76510983,2;();20071,2;();6873534,4;();234282,0;();83155580,3;()
2023;3;1;3;DEC01;99983,4;;23623224,3;;1115965,1;;280276235,8;;99983,4;;27557221,5;;1115965,1;;334569953,8;
2023;3;1;3;DEC02;35056,6;();9307105,5;();424614,2;();129689937,7;();35056,6;();10182733,2;();424614,2;();134173878,0;()
2023;3;1;3;DEC03;31440,4;();7779856,2;();404459,1;();104347179,4;();31440,4;();9171831,0;();404459,1;();124813938,6;()
2023;3;1;3;DEC04;117337,8;;31633669,4;;1467230,0;;405442304,5;;117337,8;;35416036,8;;1467230,0;;453248448,8;
2023;3;1;3;DEC05;74537,4;;21748944,6;;938054,9;();284289987,5;();74537,4;;22677597,6;;938054,9;();301012065,5;()
2023;3;1;3;DEC06;32779,7;();8811269,4;();400073,7;();104829570,7;();32779,7;();9366305,5;();400073,7;();111381794,5;()
2023;3;1;3;DED21;93577,2;;26275784,6;;1019896,7;();299897294,0;();93577,2;;26673958,8;;1019896,7;();304710183,7;()
2023;3;1;3;DED2C;216444,0;;72036273,0;;3227182,8;;1097246871,8;;216444,0;;73508660,7;;3227182,8;;1110648467,5;
2023;3;1;3;DED2D;62507,3;();19885597,2;;907302,2;;312578185,8;();62507,3;();20464020,3;;907302,2;;321363513,8;()
2023;3;1;3;DED2E;247699,6;;73333830,2;;3304536,2;;1050204441,0;;247699,6;;74379048,1;;3304536,2;;1058906483,0;
2023;3;1;3;DED2F;77639,2;;25704188,7;;991875,7;;330160416,2;();77639,2;;27285340,1;;991875,7;;355603693,7;
2023;3;1;3;DED41;76582,0;;22914135,5;;924450,6;();296576272,6;();76582,0;;23319194,9;;924450,6;();297944435,3;()
2023;3;1;3;DED42;90906,8;;29975212,1;;1205491,8;;417307206,8;;90906,8;;30637600,5;;1205491,8;;429503182,2;
2023;3;1;3;DED43;188547,2;;59521556,7;;2304104,7;;743466173,1;;188547,2;;60149131,9;;2304104,7;;753324076,4;
2023;3;1;3;DED44;120168,5;;38264460,2;;1685324,6;;535607425,1;;120168,5;;40086956,2;;1685324,6;;555335190,9;
2023;3;1;3;DED45;181272,7;;60469531,4;;2179455,5;;766975384,4;;181272,7;;61609429,4;;2179455,5;;783804461,6;
2023;3;1;3;DED51;232065,1;;68821981,3;;2638769,8;;815544577,3;;232065,1;;72780078,2;;2638769,8;;860413655,5;
2023;3;1;3;DED52;143628,0;;42904182,5;;1889029,6;;592764315,5;;143628,0;;43559493,2;;1889029,6;;601659963,7;
2023;3;1;3;DED53;224776,1;;71335184,9;;2771000,9;;892650087,4;;224776,1;;71763650,2;;2771000,9;;898197318,7;
2023;3;1;3;DEE01;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEE02;53409,0;();16083128,6;;760761,6;();232883678,3;();53409,0;();16104147,7;;760761,6;();233128551,0;()
2023;3;1;3;DEE03;129314,6;;33223150,8;;1722045,8;;461493700,0;;129314,6;;33786573,0;;1722045,8;;474415155,4;
2023;3;1;3;DEE04;42756,8;();12334892,1;();610470,4;();165611960,6;();42756,8;();12444605,5;();610470,4;();166270241,3;()
2023;3;1;3;DEE05;151962,3;;47213946,5;;2179553,8;;678204475,2;;151962,3;;48177410,2;;2179553,8;;698593939,7;
2023;3;1;3;DEE06;77114,4;;24250445,3;;1057058,3;;346154517,1;;77114,4;;25246112,6;;1057058,3;;352949199,1;
2023;3;1;3;DEE07;359224,9;;107216910,7;;5314138,0;;1624099205,2;;359224,9;;109166606,5;;5314138,0;;1668289379,1;
2023;3;1;3;DEE08;199587,0;;61034802,6;;3248465,8;;985279562,1;;199587,0;;62953951,8;;3248465,8;;1015968442,1;
2023;3;1;3;DEE09;103365,8;;28142218,9;;1795946,2;;486445639,7;;103365,8;;28755354,4;;1795946,2;;495661956,5;
2023;3;1;3;DEE0A;88442,1;;27256253,2;;1529854,9;;475686280,9;;88442,1;;27256253,2;;1529854,9;;475686280,9;
2023;3;1;3;DEE0B;362496,3;;107345269,4;;4896795,2;;1467106815,3;;362496,3;;109123998,8;;4896795,2;;1499903166,0;
2023;3;1;3;DEE0C;197294,1;;59300112,3;;3693121,6;;1088961579,9;;197294,1;;59652940,8;;3693121,6;;1095836257,1;
2023;3;1;3;DEE0D;61513,8;();16941293,2;();806785,2;();219414382,4;();61513,8;();17072353,2;();806785,2;();221039639,8;()
2023;3;1;3;DEE0E;113282,7;;37206866,6;;1845910,5;;618044206,1;;113282,7;;37758061,5;;1845910,5;;624139809,9;
2023;3;1;3;DEF01;31874,9;();9475770,6;();528654,2;();156304748,2;();31874,9;();10252611,6;();528654,2;();171123267,1;()
2023;3;1;3;DEF02;54604,4;;17463593,7;();676988,0;();237281459,1;();54604,4;;18259734,9;();676988,0;();252367862,7;()
2023;3;1;3;DEF03;114225,2;;42829880,2;;1723562,8;;700938937,4;;114225,2;;46235244,3;;1723562,8;;751599316,4;
2023;3;1;3;DEF04;107303,5;;32333908,8;;1208407,2;;399936631,3;;107303,5;;32649507,1;;1208407,2;;403163057,6;
2023;3;1;3;DEF05;73045,6;;22221094,6;;1300819,2;;404535687,1;;73045,6;;23343595,7;;1300819,2;;432097488,8;
2023;3;1;3;DEF06;66300,1;;17577099,8;;881726,3;();243320825,5;();66300,1;;18051623,5;;881726,3;();254835505,5;()
2023;3;1;3;DEF07;50295,2;();14324396,2;();837058,3;();247332038,9;();50295,2;();14849877,6;();837058,3;();258585012,4;()
2023;3;1;3;DEF08;56879,1;();16206568,5;();699993,9;();198817354,3;();56879,1;();16900939,3;();699993,9;();212032285,1;()
2023;3;1;3;DEF09;72115,2;();20869809,7;;774635,4;();256298733,5;();72115,2;();22024329,6;();774635,4;();266867556,9;()
2023;3;1;3;DEF0A;16412,2;();4575787,6;();208312,9;();62768463,6;();16412,2;();4660002,6;();208312,9;();63243268,9;()
2023;3;1;3;DEF0B;82521,6;;24550337,6;;1117492,1;;323525672,2;;82521,6;;25902080,0;;1117492,1;;340161211,2;
2023;3;1;3;DEF0C;77718,0;;21104521,5;;1155393,5;;304447836,8;;77718,0;;23433720,0;;1155393,5;;353587366,8;
2023;3;1;3;DEF0D;122188,2;;35806408,7;;1622274,3;;476515383,4;;122188,2;;36712426,1;;1622274,3;;488765972,3;
2023;3;1;3;DEF0E;65949,0;();19420306,5;;1122749,9;();325368489,3;();65949,0;();19552500,7;;1122749,9;();328697504,1;()
2023;3;1;3;DEF0F;60456,3;;18419103,5;;685965,8;;223277300,3;();60456,3;;19956061,5;;685965,8;;236146240,7;()
2023;3;1;3;DEG01;160691,2;;44425004,4;;2003567,3;;570710520,3;;160691,2;;44781134,8;;2003567,3;;575272817,0;
2023;3;1;3;DEG02;40526,7;();10313667,9;();547437,5;();143325407,4;();40526,7;();10362265,7;();547437,5;();143848319,5;()
2023;3;1;3;DEG03;22043,7;();6106293,6;();252396,8;();71897624,6;();22043,7;();6923461,0;();252396,8;();;/
2023;3;1;3;DEG04;;/;;/;;/;;/;;/;;/;;/;;/
2023;3;1;3;DEG05;71118,5;();18139423,8;();723714,7;();193511697,3;();71118,5;();18230553,0;();723714,7;();194317279,3;()
2023;3;1;3;DEG06;81387,0;;22319692,3;;1178400,5;;314167429,4;;81387,0;;22520833,4;;1178400,5;;318030275,9;
2023;3;1;3;DEG07;53986,2;();15476746,0;();868215,2;();246392991,7;();53986,2;();15536110,8;();868215,2;();247805502,2;()
2023;3;1;3;DEG09;49569,5;();14018205,5;();748468,8;();211272436,6;();49569,5;();14130457,0;();748468,8;();212843957,6;()
2023;3;1;3;DEG0A;32938,4;();10359671,6;();558413,1;();175335667,9;();32938,4;();10522810,8;();558413,1;();178590897,0;()
2023;3;1;3;DEG0B;55261,6;;16587735,4;();733128,0;();210163189,6;();55261,6;;16628433,0;();733128,0;();210448073,1;()
2023;3;1;3;DEG0C;133072,1;;39115847,3;;1967825,4;;570895716,4;;133072,1;;39397736,5;;1967825,4;;572910058,8;
2023;3;1;3;DEG0D;38715,0;();10952118,2;();656258,4;();187247829,1;();38715,0;();10985554,7;();656258,4;();188085079,8;()
2023;3;1;3;DEG0E;36216,6;();10388725,7;();515099,8;();154581264,4;();36216,6;();10622148,3;();515099,8;();158016358,8;()
2023;3;1;3;DEG0F;105743,3;;30596216,3;;1393935,4;;393197918,7;;105743,3;;31140436,5;;1393935,4;;399363140,0;
2023;3;1;3;DEG0G;31340,7;();8801542,0;();414444,8;();119336129,5;();31340,7;();8801542,0;();414444,8;();119336129,5;()
2023;3;1;3;DEG0H;23376,4;();7270417,6;();343770,9;();102071550,7;();23376,4;();7659301,3;();343770,9;();107771188,0;()
2023;3;1;3;DEG0I;40174,7;();12239489,6;();724019,3;();228186373,5;();40174,7;();12869543,6;();724019,3;();236581552,0;()
2023;3;1;3;DEG0J;141170,9;;42650736,0;;1814131,4;;534486634,7;;141170,9;;43006322,8;;1814131,4;;542140759,0;
2023;3;1;3;DEG0K;75784,9;;24322799,6;;1155234,4;;357126485,8;;75784,9;;25258189,8;;1155234,4;;368299444,2;
2023;3;1;3;DEG0L;88576,8;;26542183,1;;1179012,5;;347937688,9;;88576,8;;26919149,3;;1179012,5;;350733311,7;
2023;3;1;3;DEG0M;67599,9;();20996716,6;;742167,6;();240902393,6;();67599,9;();21068159,6;;742167,6;();242348538,8;()
2023;3;1;3;DEG0N;29151,4;();8070475,8;();372901,9;();102466959,5;();29151,4;();8097241,9;();372901,9;();102776964,4;()
2023;3;1;3;DEG0P;93532,7;;29587372,3;;1338820,2;;396080302,8;;93532,7;;30653632,2;;1338820,2;;410979812,1;
2023;3;1;3;XX000;1624380,1;;410655816,9;;25276726,5;;6393058026,1;;2093667,7;;970513516,4;;32140845,2;;14844533661,8;
